name,street,city,state,zip,neighborhood,community_district,accepts_ebt,type,subtype,bread,bread_whole_wheat,dairy,dairy_low_fat,fish_fresh,fish_sustainably_caught,fresh_produce,fruit,greens,health_natural,herbs,juices_natural,local_food,meat_deli,meat_free_range,meat_low_fat,meat_packaged,organics,prepared_food,star_bodega,vegetables,other,surveyor,added,surveyed,latitude,longitude
Deli Food Plaza Corp,718 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,Caroline Nagy,2011-01-31 18:58:50,2011-01-17 00:00:00,40.6740339,-73.9568696
Espinal Grocery Store,176 Underhill Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Maria Mia,2011-01-31 18:58:53,2011-01-17 00:00:00,40.6751709,-73.9668058
Penas Food Market,598 Vanderbilt Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maria Mia,2011-01-31 19:00:10,2011-01-17 00:00:00,40.678468,-73.968917
Prospects Deli and Grocery,669 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Heewon Lee,2011-01-31 19:00:14,2011-01-17 00:00:00,40.6743445,-73.9500557
MET Food,640 Vanderbilt Ave,Brooklyn,NY,11238,Prospect Heights,8,True,large,supermarket,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,Maria Mia,2011-01-31 19:00:58,2011-01-17 00:00:00,40.67701,-73.969121
Gabriel Deli Group,689 Nostrand Ave,Brooklyn,NY,11216,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Heewon Lee,2011-01-31 19:01:44,2011-01-17 00:00:00,40.6737277,-73.9501182
Ack Deli Grocery,1430 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Nick Juravich,2011-01-31 19:03:04,2011-01-17 00:00:00,40.670371,-73.931133
Ilyas Mini Market,928 Fulton St,Brooklyn,NY,11238,Prospect Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maria Mia,2011-01-31 19:03:35,2011-01-17 00:00:00,40.682633,-73.963844
All Wae Al Akhdare,1351 St Johns Pl,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 19:04:09,2011-01-17 00:00:00,40.6708578,-73.9332707
Island Gourmet Deli,321 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,Nick Juravich,2011-01-31 19:04:24,2011-01-17 00:00:00,40.6669819,-73.9312752
More Light Utica ,409 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Christopher Abbadessa,2011-01-31 19:04:26,2011-01-17 00:00:00,40.664496,-73.931171
909 Fulton Grocery and Deli,909 Fulton St,Brooklyn,NY,11238,Prospect Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Maria Mia,2011-01-31 19:04:27,2011-01-17 00:00:00,40.683598,-73.9667166
Big Blue Deli,1508 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Nick Juravich,2011-01-31 19:05:22,2011-01-17 00:00:00,40.67043,-73.9284091
Gig Young Bakery,366 Utica Ave,Brooklyn,NY,11213,Crown Heights ,8,True,specialty,bakery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Christopher Abbadessa,2011-01-31 19:05:36,2011-01-17 00:00:00,40.665649,-73.931736
1-Stop Groceries Plus,188 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Nick Juravett,2011-01-31 19:05:39,2011-01-17 00:00:00,40.672513,-73.931078
Mario's Fish Market,251 Schenectady Ave,Brooklyn,NY,11213,Crown Height,8,,specialty,seafood,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,Keil Troisi,2011-01-31 19:05:54,2011-01-17 00:00:00,40.670026,-73.9335289
____ ______ & Grocery,309 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Christopher Abbadessa,2011-01-31 19:06:44,2011-01-17 00:00:00,40.6674723,-73.9312189
Juwar Mori Mahet,151 Rochester Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Nick Juravich,2011-01-31 19:06:49,2011-01-17 00:00:00,40.6738826,-73.9278545
Eden Farm,301 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,green grocer,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Nick Juravett,2011-01-31 19:06:51,2011-01-17 00:00:00,40.6676754,-73.9311956
Khalid Food Center,228 Albany Ave,Brooklyn,NY,11213,Crown Height,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,Keil Troisi,2011-01-31 19:07:22,2011-01-17 00:00:00,40.672671,-73.939338
Ujama Health Foods,398 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,,specialty,health,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,juice,Nick Juravett,2011-01-31 19:07:46,2011-01-17 00:00:00,40.6648502,-73.9317898
Meat Market,587 Franklin Ave,Brooklyn,NY,11238,Crown Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Ajamu Brown,2011-01-31 19:08:14,2011-01-17 00:00:00,40.678406,-73.95488
Moca Food Grocery Corp,352 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Nick Juravett,2011-01-31 19:08:35,2011-01-17 00:00:00,40.6659574,-73.9316877
DNY Natural Land,320 Flatbush Ave,Brooklyn,NY,11238,Prospect Heights,6,True,large,midsized market,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,J. King,2011-01-31 19:08:41,2011-01-17 00:00:00,40.6771211,-73.9726188
Family Grocery,224 Albany Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 19:08:42,2011-01-17 00:00:00,40.672948,-73.939323
Conrade's Bakery,299 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,specialty,bakery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Christopher Abbadessa,2011-01-31 19:08:45,2011-01-17 00:00:00,40.6679476,-73.931077
Associated Market,243 Schenectady Ave,Brooklyn,NY,11213,,8,,large,supermarket,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Heehs,2011-01-31 19:09:49,2011-01-17 00:00:00,40.6703114,-73.9336867
St. Johns Grocery Crop.,1440 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Christopher Abbadessa,2011-01-31 19:09:49,2011-01-17 00:00:00,40.6706923,-73.9304704
Brooklyn Sub,751 Bergen St,Brooklyn,NY,11238,Crown Heights,8,,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,,Ajamu Brown,2011-01-31 19:09:55,2011-01-17 00:00:00,40.6785317,-73.9635577
"Bergen Food Corp. ""King of Delis""",152 Albany Ave,Brooklyn,NY,11213,Crown Height,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 19:10:00,2011-01-17 00:00:00,40.67539,-73.939169
Tropical House Baking,267 Schenectady Ave,Brooklyn,NY,11213,,8,,specialty,bakery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Heehs,2011-01-31 19:10:50,2011-01-17 00:00:00,40.669476,-73.933605
Gourmet Deli,387 Flatbush Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,J. King,2011-01-31 19:10:52,2011-01-17 00:00:00,40.6760701,-73.971451
Key Food,801 Washington Ave,Brooklyn,NY,11238,Crown Heights,8,,large,supermarket,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,Ajamu Brown,2011-01-31 19:11:04,2011-01-17 00:00:00,40.6724955,-73.9627256
A.C. Grocery,127 Albany Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 19:11:20,2011-01-17 00:00:00,40.6764296,-73.9385884
DNY Natural Land,322 Flatbush Ave,Brooklyn,NY,11238,Prospect Heights,6,True,small,green grocer,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,Fresh fish and meat,Crystal Dixon,2011-01-31 19:13:49,2011-01-17 00:00:00,40.6770505,-73.9725755
Saba Deli & Grocery,232 Underhill Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,"yogurt, cheese",Jacqueline King,2011-01-31 19:14:10,2011-01-17 00:00:00,40.673663,-73.967481
Angelica Food Mart,101 Kingston Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Keil Troisi,2011-01-31 19:14:34,2011-01-17 00:00:00,40.67653,-73.941218
New Utica Produce Corp.,282 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,green grocer,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Shamela Davis,2011-01-31 19:14:36,2011-01-17 00:00:00,40.6687902,-73.9311631
Gourmet Deli,387 Flatbush Ave,Brooklyn,NY,11238,Prospect Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Crystal Dixon,2011-01-31 19:14:37,2011-01-17 00:00:00,40.6760701,-73.971451
Good Star Deli & Grocery,1259 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Heehs,2011-01-31 19:14:46,2011-01-17 00:00:00,40.671056,-73.936747
Ack Deli Grocery,1430 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Haly,2011-01-31 19:15:14,2011-01-17 00:00:00,40.670371,-73.931133
Deli and Convenience,310 Flatbush Ave,Brooklyn,NY,11217,Prospect Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Crystal Dixon,2011-01-31 19:15:33,2011-01-17 00:00:00,40.6773798,-73.9728018
Marwan Deli Grocery,260 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 19:15:34,2011-01-17 00:00:00,40.6697268,-73.9310736
DPN Superstore,1551 Bergen St,Brooklyn,NY,11213,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Haly,2011-01-31 19:15:57,2011-01-17 00:00:00,40.6752603,-73.9321688
Push Push Grocery & Variety Store,250 Kingston Ave,Brooklyn,NY,11213,Crown Height,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Heehs,2011-01-31 19:16:40,2011-01-17 00:00:00,40.670999,-73.9423769
Superior Market,1503 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,,large,midsized market,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 19:16:44,2011-01-17 00:00:00,40.670676,-73.928333
M & S Fruit and Vegetable Market,639 Vanderbilt Ave,Brooklyn,NY,11238,Prospect Heights,8,True,large,midsized market,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,Crystal Dixon,2011-01-31 19:16:51,2011-01-17 00:00:00,40.6778059,-73.968469
NSA Food Market,1420 St Johns Pl,Brooklyn,NY,11213,Crown Heights,8,True,large,supermarket,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Haly,2011-01-31 19:17:27,2011-01-17 00:00:00,40.6705832,-73.9313201
Katabi Grocery,350 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 19:17:48,2011-01-17 00:00:00,40.66601,-73.9316429
Vanderbilt,591 Vanderbilt Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,Crystal Dixon,2011-01-31 19:18:14,2011-01-17 00:00:00,40.6798739,-73.9678875
Alwahib Gold Star Deli,1308 Prospect Pl,Brooklyn,NY,11213,Crown Heights,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Hahs,2011-01-31 19:18:34,2011-01-17 00:00:00,40.673238,-73.933188
M & S Fruit & Vegetable,639 Vanderbilt Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,green grocer,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Jacqueline King,2011-01-31 19:18:58,2011-01-17 00:00:00,40.6778059,-73.968469
St. John's Marketplace,323 Underhill Ave,Brooklyn,NY,11238,Prospect Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Crystal Dixon,2011-01-31 19:19:21,2011-01-17 00:00:00,40.6730809,-73.9674124
Shabbos Fish Market,417 Kingston Ave,Brooklyn,NY,11213,Crown Heights,9,,,seafood,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 19:19:35,2010-07-08 00:00:00,40.664613,-73.942429
Pinkey & Brain Deli,226 Schenectady Ave,Brooklyn,NY,11213,Crown Heights,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 19:19:50,2011-01-17 00:00:00,40.671507,-73.933952
Park-Way Meats,257 Schenectady Ave,Brooklyn,NY,11213,Crown Heights,8,True,specialty,butcher,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 19:20:09,2011-01-17 00:00:00,40.669748,-73.933524
Hong's Fresh Fish Market,324 Utica Ave,Brooklyn,NY,11213,,8,True,specialty,seafood,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Shameka Davis,2011-01-31 19:20:17,2011-01-17 00:00:00,40.6668326,-73.9313375
Skyway Deli,276 Flatbush Ave,Brooklyn,NY,11217,Prospect Heights,6,,small,bodega,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,,Damien Taylor,2011-01-31 19:20:18,2011-01-17 00:00:00,40.6789206,-73.9738847
New Deli Grocery,269 Troy Ave,Brooklyn,NY,11213,Crown Heights,8,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 19:20:47,2011-01-17 00:00:00,40.6698499,-73.936403
Stop 4 Deli,137 Kingston Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Heehs,2011-01-31 19:20:54,2011-01-17 00:00:00,40.6751999,-73.941389
New Grammah Food Market,555 Lefferts Ave,Brooklyn,NY,11225,Crown Heights,9,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 19:21:05,2010-07-08 00:00:00,40.6628513,-73.9429303
C&S Meats Poultry,344 Utica Ave,Brooklyn,NY,11213,Crown Heights,8,True,specialty,butcher,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,,Shameka Davis,2011-01-31 19:21:12,2011-01-17 00:00:00,40.666319,-73.931621
Pacific Grocery & Deli,1647 Pacific St,Brooklyn,NY,11213,Crown Height,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Heehs,2011-01-31 19:22:09,2011-01-17 00:00:00,40.677099,-73.93606
Duane Reade,3008 Flatbush Ave,Brooklyn,NY,11234,Prospect Heights,8,True,small,convenience store,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1 loaf of whole wheat bread,___,2011-01-31 19:22:12,2011-01-17 00:00:00,40.5965847,-73.908107
Crown Kosher Meat Market,413 Kingston Ave,Brooklyn,NY,11213,Crown Heights,8,,specialty,butcher,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,prepared food items,,2011-01-31 19:22:14,2010-07-18 00:00:00,40.6647109,-73.942421
Family Grocery,567 Lefferts Ave,Brooklyn,NY,11225,Crown Heights,9,,small,bodega,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 19:22:29,2010-07-08 00:00:00,40.6628851,-73.9424028
The Market Place,271 Flatbush Ave,Brooklyn,NY,11217,Prospect Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,,Crystal Dixon,2011-01-31 19:23:33,2011-01-17 00:00:00,40.6797175,-73.9742704
Albany House Food Center,1250 Park Pl,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jeff Heehs,2011-01-31 19:23:41,2011-01-17 00:00:00,40.672667,-73.9363895
Community Deli Grocery,73 Troy Ave,Brooklyn,NY,11213,Crown Heights,8,,small,bodega,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,Jacqueline Taylor,2011-01-31 19:24:10,2011-01-17 00:00:00,40.6769948,-73.9358349
Family Dollar,554 Lefferts Blvd,Brooklyn,NY,11213,Crown Heights,9,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,2011-01-31 19:24:36,2010-07-18 00:00:00,40.6768572,-73.9348224
Family Food Center,545 Kingston Ave,Brooklyn,NY,11203,Crown Heights,9,,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brianna Sears,2011-01-31 19:25:17,2010-07-08 00:00:00,40.660525,-73.9425834
Albany Bakery,725 Kingston Ave,Brooklyn,NY,11203,Crown Heights,8,,specialty,bakery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,prepared food items,,2011-01-31 19:25:41,2010-07-18 00:00:00,40.6576449,-73.9422977
2080 Deli Grocery,232 Troy Ave,Brooklyn,NY,11213,Crown Height,8,True,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,NA,2011-01-31 19:26:35,2011-01-17 00:00:00,40.671554,-73.936582
Ohmade Deli Grocery,1367 Sterling Pl,Brooklyn,NY,11213,Crown Height,8,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Jacqueline Taylor,2011-01-31 19:27:47,2011-01-17 00:00:00,40.671902,-73.933264
Daly's Grocery,1068 Nostrand Ave,Brooklyn,NY,11225,Crown Heights,9,,small,green grocer,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,NJ Peaches,Mara Gittleman,2011-01-31 19:29:10,2010-07-08 00:00:00,40.661942,-73.951076
Garden of Eatin',5189 Broadway,Bronx,NY,10034,Marble Hill,8,,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brian Goldblatt,2011-01-31 19:29:30,2011-01-28 00:00:00,40.874522,-73.910404
Habin Express Deli Grocery,5223 Broadway,Bronx,NY,10034,,8,True,small,bodega,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,2011-01-31 19:30:21,2011-01-26 00:00:00,40.8751869,-73.909503
No Name,950 Lincoln Pl,Brooklyn,NY,11216,Crown Heights,9,,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Mara Gittleman,2011-01-31 19:31:23,2010-07-08 00:00:00,40.6704908,-73.9449971
230 Kelvin Deli Grocery Corp,231 W 230th St,Bronx,NY,10463,Marble Hill,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brian Goldblatt,2011-01-31 19:31:28,2011-01-28 00:00:00,40.877986,-73.907176
France Bakery,5219 Broadway,Bronx,NY,10034,Marble Hill,8,True,specialty,bakery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,clean and nice smelling,none,2011-01-31 19:31:57,2011-01-28 00:00:00,40.87509,-73.90963
Edward Food Center,5193 Broadway,Bronx,NY,10034,Marble Hill,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Accepts WIC,Brian Goldblatt,2011-01-31 19:32:57,2011-01-28 00:00:00,40.874629,-73.910205
Rincon Dominicano Grocery Store,1080 Lincoln Pl,Brooklyn,NY,11213,Crown Heights,9,,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,Mara Gittleman,2011-01-31 19:33:09,2010-07-08 00:00:00,40.6700919,-73.940747
Sally's,126 W 228th St,Bronx,NY,10463,,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,accepts WIC,Brian Goldblatt,2011-01-31 19:33:44,2011-01-26 00:00:00,40.8763877,-73.9084954
One Brother Mini Market,1104 Nostrand Ave,Brooklyn,NY,11225,Crown Heights,9,,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,Mara Gittleman,2011-01-31 19:34:13,2010-07-08 00:00:00,40.6608583,-73.9506703
Deli Pizza Donuts,219 W 230th St,Bronx,NY,10463,Marble Hill,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,wic,Brian Goldblatt,2011-01-31 19:34:23,2011-01-28 00:00:00,40.8773305,-73.907075
O Henry Grocery and Deli,463 E New York Ave,Brooklyn,NY,11225,Prospect-Lefferts Gardens,9,,small,bodega,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,HSPS Farm,2011-01-31 19:34:24,2010-07-18 00:00:00,40.661981,-73.947357
Allan's Quality Bakery,1109 Nostrand Ave,Brooklyn,NY,11225,Crown Heights,9,,specialty,bakery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,Mara Gittleman,2011-01-31 19:35:00,2010-07-08 00:00:00,40.6605783,-73.9504416
JJJ Food Corp,2701 Sedgwick Ave,Bronx,NY,10468,Kingsbridge Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,WIC,Kristin Pederson,2011-02-16 19:38:25,2011-02-04 00:00:00,40.8697555,-73.903565
Derlyn Food Corp,150 W Kingsbridge Rd,Bronx,NY,10468,Kingsbridge Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Accepts WIC,Brian Goldblatt,2011-02-16 19:47:57,2011-02-04 00:00:00,40.8696325,-73.903823
Prince Grocery Candy and Deli Store,131 W Kingsbridge Rd,Bronx,NY,10468,Kingsbridge Heights,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Accepts WIC,Kristin Pederson,2011-02-16 20:31:22,2011-02-04 00:00:00,40.8692293,-73.9030609
Hernandez Grocery,131 W 225th St,Bronx,NY,10463,Marble Hill,8,True,small,bodega,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Kristin Pederson,2011-02-16 20:39:49,2011-02-04 00:00:00,40.8749296,-73.9119453
T & A Grocery,261 W Kingsbridge Rd,Bronx,NY,10463,Kingsbridge Heights,8,,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-16 20:56:34,2011-02-04 00:00:00,40.8729733,-73.9053038
Heath Meat-Deli Grocery,3004 Heath Ave,Bronx,NY,10463,Kingsbridge Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,accepts WIC,Kristin Pederson,2011-02-16 21:15:18,2011-02-04 00:00:00,40.8759469,-73.902759
Camilo Deli Grocery,251 W Kingsbridge Rd,Bronx,NY,10463,Kingsbridge Heights,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,accepts WIC,Brian Goldblatt,2011-02-16 21:21:42,2011-02-04 00:00:00,40.8729388,-73.9049985
France Bakery,5219 Broadway,Bronx,NY,10034,Marble Hill,8,True,specialty,bakery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Kristin Pederson,2011-02-16 21:24:59,2011-02-03 00:00:00,40.87509,-73.90963
Van Cortlandt Deli,240 W 238th St,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-16 21:36:15,2011-02-03 00:00:00,40.8849962,-73.9003661
Vargas Deli Grocery,208 W 238th St,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Kristin Pederson,2011-02-16 21:47:23,2011-02-03 00:00:00,40.8847779,-73.8995702
151 Deli Grocery Corp,151 W 228th St,Bronx,NY,10463,Kingsbridge,8,,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,Kristin Pederson,2011-02-16 21:55:17,2011-02-03 00:00:00,40.87745,-73.909066
